Group,ImageSet,File,Category,allsubjects_valence_mean,allsubjects_valence_sd,allsubjects_arousal_mean,allsubjects_arousal_sd,allsubjects_craving_mean,allsubjects_craving_sd,allsubjects_typicality_mean,allsubjects_typicality_sd,allsubjects_FractionNeither,allsubjects_FractionMeth,allsubjects_FractionOpioid,allsubjects_FractionBoth,allsubjects_MethToOpioid,injectionusers_valence_mean,injectionusers_valence_sd,injectionusers_arousal_mean,injectionusers_arousal_sd,injectionusers_craving_mean,injectionusers_craving_sd,injectionusers_typicality_mean,injectionusers_typicality_sd,injectionusers_FractionNeither,injectionusers_FractionMeth,injectionusers_FractionOpioid,injectionusers_FractionBoth,injectionusers_MethToOpioid,noninjectionusers_valence_mean,noninjectionusers_valence_sd,noninjectionusers_arousal_mean,noninjectionusers_arousal_sd,noninjectionusers_craving_mean,noninjectionusers_craving_sd,noninjectionusers_typicality_mean,noninjectionusers_typicality_sd,noninjectionusers_FractionNeither,noninjectionusers_FractionMeth,noninjectionusers_FractionOpioid,noninjectionusers_FractionBoth,noninjectionusers_MethToOpioid,hue_mean,hue_sd,saturation_mean,saturation_sd,value_mean,value_sd,p_cravingdelta_injectionVnon,selection_cost,category_number,selected,in_set,IAPS,desc,valsd,arosd,dom1mn,dom1sd,dom2mn,dom2sd,set,rajita_used,possible_option,selection_group
NA,stress,2981.jpg,NA,2.76,NA,5.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.393,0.33,0.304,0.249,0.27,0.223,NA,NA,0,NA,2,2981,DeerHead,1.94,2.12,.,.,4.16,2.4,14,TRUE,FALSE,RajitaUsed
NA,stress,3000.jpg,NA,1.45,NA,7.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.291,0.776,0.319,0.412,0.231,NA,NA,0,NA,1,3000,Mutilation,1.2,2.1,2.99,2.1,.,.,1,FALSE,TRUE,NewlySelected
NA,stress,3005.1.jpg,NA,1.63,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,0.308,0.15,0.215,0.156,0.226,NA,NA,0,NA,2,3005.1,OpenGrave,1.19,2.54,.,.,2.77,2.24,14,TRUE,FALSE,RajitaUsed
NA,stress,3060.jpg,NA,1.79,NA,7.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155,0.237,0.561,0.262,0.679,0.241,NA,NA,0,NA,4,3060,Mutilation,1.56,2.09,2.97,2.11,.,.,5,TRUE,FALSE,RajitaUsed
NA,stress,3061.jpg,NA,2.32,NA,5.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177,0.308,0.33,0.332,0.285,0.325,NA,NA,0,NA,2,3061,Mutilation,1.61,2.6,3.82,2.23,.,.,9,TRUE,FALSE,RajitaUsed
NA,stress,3063.jpg,NA,1.49,NA,6.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.208,0.286,0.286,0.311,0.405,0.371,NA,NA,0,NA,4,3063,Mutilation,0.96,2.6,2.70,2.02,.,.,10,FALSE,TRUE,NewlySelected
NA,stress,3069.jpg,NA,1.7,NA,7.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.275,0.288,0.449,0.29,0.693,0.191,NA,NA,0,NA,3,3069,Mutilation,1.41,2.41,.,.,2.62,2.3,13,TRUE,FALSE,RajitaUsed
NA,stress,3071.jpg,NA,1.88,NA,6.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.159,0.275,0.739,0.298,0.499,0.241,NA,NA,0,NA,3,3071,Mutilation,1.39,2.05,3.28,2.15,.,.,6,TRUE,FALSE,RajitaUsed
NA,stress,3100.jpg,NA,1.6,NA,6.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.275,0.657,0.361,0.57,0.303,NA,NA,0,NA,3,3100,BurnVictim,1.07,2.23,3.00,2.16,.,.,2,TRUE,FALSE,RajitaUsed
NA,stress,3102.jpg,NA,1.4,NA,6.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.295,0.409,0.457,0.413,0.338,0.298,NA,NA,0,NA,3,3102,BurnVictim,1.14,2.69,2.18,1.9,2.42,1.56,7,TRUE,FALSE,RajitaUsed
NA,stress,3103.jpg,NA,2.07,NA,6.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.399,0.311,0.296,0.191,0.696,0.151,NA,NA,0,NA,2,3103,Injury,1.27,2.3,3.37,2,.,.,18,TRUE,FALSE,RajitaUsed
NA,stress,3120.jpg,NA,1.56,NA,6.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129,0.211,0.591,0.404,0.635,0.334,NA,NA,0,NA,4,3120,DeadBody,1.09,2.36,3.32,2.36,.,.,1,TRUE,FALSE,RajitaUsed
NA,stress,3140.jpg,NA,1.83,NA,6.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.387,0.401,0.34,0.218,0.531,0.323,NA,NA,0,NA,3,3140,DeadBody,1.17,1.97,3.20,2.17,.,.,2,FALSE,TRUE,NewlySelected
NA,stress,3160.jpg,NA,2.63,NA,5.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061,0.066,0.649,0.232,0.521,0.246,NA,NA,0,NA,3,3160,EyeDisease,1.23,1.79,4.08,1.88,.,.,3,FALSE,TRUE,NewlySelected
NA,stress,3170.jpg,NA,1.46,NA,7.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.157,0.303,0.501,0.318,0.599,0.331,NA,NA,0,NA,2,3170,BabyTumor,1.01,1.99,2.70,1.89,.,.,3,TRUE,FALSE,RajitaUsed
NA,stress,3180.jpg,NA,1.92,NA,5.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416,0.337,0.629,0.395,0.289,0.28,NA,NA,0,NA,4,3180,BatteredFem,1.13,2.21,4.05,2.42,.,.,4,TRUE,FALSE,RajitaUsed
NA,stress,3185.jpg,NA,2.81,NA,5.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082,0.113,0.24,0.223,0.505,0.365,NA,NA,0,NA,2,3185,Stitches,1.52,2.18,4.24,1.96,.,.,18,TRUE,FALSE,RajitaUsed
NA,stress,3212.jpg,NA,2.79,NA,6.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.402,0.293,0.318,0.219,0.565,0.252,NA,NA,0,NA,1,3212,Surgery,1.67,1.99,4.07,2.25,.,.,19,TRUE,FALSE,RajitaUsed
NA,stress,3225.jpg,NA,1.82,NA,5.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.313,0.287,0.325,0.262,0.337,0.363,NA,NA,0,NA,4,3225,Mutilation,1.22,2.46,.,.,3.08,2.15,15,TRUE,FALSE,RajitaUsed
NA,stress,3250.jpg,NA,3.78,NA,6.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172,0.315,0.693,0.297,0.561,0.241,NA,NA,0,NA,4,3250,OpenChest,1.72,1.63,4.45,1.99,.,.,3,TRUE,FALSE,RajitaUsed
NA,stress,3266.jpg,NA,1.56,NA,6.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053,0.083,0.337,0.378,0.356,0.412,NA,NA,0,NA,2,3266,Injury,0.98,2.09,2.83,2.04,.,.,12,TRUE,FALSE,RajitaUsed
NA,stress,3301.jpg,NA,1.8,NA,5.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097,0.174,0.245,0.329,0.257,0.356,NA,NA,0,NA,1,3301,InjuredChild,1.28,2.26,3.71,2.13,.,.,11,TRUE,FALSE,RajitaUsed
NA,stress,3350.jpg,NA,1.88,NA,5.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.354,0.428,0.409,0.281,0.427,0.328,NA,NA,0,NA,3,3350,Infant,1.67,2.23,3.38,2.36,.,.,5,FALSE,TRUE,NewlySelected
NA,stress,3500.jpg,NA,2.21,NA,6.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,0.363,0.599,0.311,0.489,0.362,NA,NA,0,NA,4,3500,Attack,1.34,2.19,2.40,1.88,.,.,5,TRUE,FALSE,RajitaUsed
NA,stress,3530.jpg,NA,1.8,NA,6.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169,0.211,0.5,0.323,0.524,0.311,NA,NA,0,NA,3,3530,Attack,1.32,2.09,2.81,1.97,.,.,6,TRUE,FALSE,RajitaUsed
NA,stress,5971.jpg,NA,3.49,NA,6.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.104,0.453,0.19,0.586,0.367,NA,NA,0,NA,4,5971,Tornado,1.87,2.02,3.30,2.42,.,.,11,TRUE,FALSE,RajitaUsed
NA,stress,6200.jpg,NA,2.71,NA,6.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,0.126,0.386,0.231,0.448,0.348,NA,NA,0,NA,3,6200,AimedGun,1.58,2.28,3.35,2.28,.,.,1,FALSE,TRUE,NewlySelected
NA,stress,6210.jpg,NA,2.95,NA,6.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.359,0.173,0.303,0.183,0.434,0.255,NA,NA,0,NA,2,6210,AimedGun,1.83,2.14,3.46,2.14,.,.,1,TRUE,FALSE,RajitaUsed
NA,stress,6231.jpg,NA,2.49,NA,6.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.436,0.419,0.481,0.199,0.322,0.326,NA,NA,0,NA,4,6231,AimedGun,1.54,2.11,2.42,1.72,.,.,17,FALSE,TRUE,NewlySelected
NA,stress,6241.jpg,NA,3.42,NA,4.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.669,0.12,0.438,0.245,0.583,0.308,NA,NA,0,NA,4,6241,Gun,1.52,2.35,4.44,2.53,.,.,9,TRUE,FALSE,RajitaUsed
NA,stress,6260.jpg,NA,2.44,NA,6.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525,0.303,0.854,0.25,0.194,0.314,NA,NA,0,NA,2,6260,AimedGun,1.54,1.93,2.87,2.16,.,.,6,TRUE,FALSE,RajitaUsed
NA,stress,6300.jpg,NA,2.59,NA,6.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.334,0.157,0.213,0.079,0.214,NA,NA,0,NA,4,6300,Knife,1.66,1.97,2.78,1.99,.,.,5,TRUE,FALSE,RajitaUsed
NA,stress,6350.jpg,NA,1.9,NA,7.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.427,0.327,0.677,0.383,0.235,0.35,NA,NA,0,NA,1,6350,Attack,1.29,1.87,2.73,2.16,.,.,5,TRUE,FALSE,RajitaUsed
NA,stress,6360.jpg,NA,2.23,NA,6.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.246,0.349,0.265,0.315,0.321,0.359,NA,NA,0,NA,4,6360,Attack,1.73,2.51,3.97,2.33,.,.,5,TRUE,FALSE,RajitaUsed
NA,stress,6370.jpg,NA,2.7,NA,6.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.488,0.183,0.336,0.247,0.364,0.274,NA,NA,0,NA,2,6370,Attack,1.52,2.19,3.00,1.87,.,.,5,FALSE,TRUE,NewlySelected
NA,stress,6520.jpg,NA,1.94,NA,6.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.214,0.3,0.176,0.551,0.299,NA,NA,0,NA,4,6520,Attack,1.27,2.08,2.88,2.16,.,.,19,FALSE,TRUE,NewlySelected
NA,stress,6560.jpg,NA,2.16,NA,6.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.287,0.34,0.706,0.212,0.365,0.289,NA,NA,0,NA,3,6560,Attack,1.41,2.42,3.11,2.41,.,.,5,TRUE,FALSE,RajitaUsed
NA,stress,6563.jpg,NA,1.77,NA,6.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.245,0.304,0.35,0.187,0.668,0.293,NA,NA,0,NA,2,6563,Attack,1.23,2.18,2.93,2.12,.,.,20,TRUE,FALSE,RajitaUsed
NA,stress,6570.1.jpg,NA,2.54,NA,6.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.428,0.358,0.462,0.356,0.193,0.173,NA,NA,0,NA,2,6570.1,Suicide,1.76,2.17,3.46,2.36,.,.,12,FALSE,TRUE,NewlySelected
NA,stress,6834.jpg,NA,2.91,NA,6.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.209,0.148,0.641,0.351,0.265,0.267,NA,NA,0,NA,1,6834,Police,1.73,1.9,3.90,2.28,.,.,12,FALSE,TRUE,NewlySelected
NA,stress,7135.jpg,NA,3.17,NA,5.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.474,0.134,0.185,0.146,0.608,0.249,NA,NA,0,NA,3,7135,CarDamage,1.57,2.14,3.76,2.19,.,.,19,TRUE,FALSE,RajitaUsed
NA,stress,7359.jpg,NA,2.92,NA,5.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.292,0.345,0.411,0.358,0.749,0.229,NA,NA,0,NA,2,7359,PieW/bug,1.7,2.19,.,.,4.73,2.38,14,TRUE,FALSE,RajitaUsed
NA,stress,9040.jpg,NA,1.67,NA,5.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.248,0.241,0.707,0.19,0.767,0.227,NA,NA,0,NA,2,9040,StarvingChild,1.07,2.15,3.10,2,.,.,2,TRUE,FALSE,RajitaUsed
NA,stress,9041.jpg,NA,2.98,NA,4.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.441,0.262,0.176,0.129,0.656,0.307,NA,NA,0,NA,1,9041,ScaredChild,1.58,2.26,4.38,2.34,.,.,9,FALSE,TRUE,NewlySelected
NA,stress,9043.jpg,NA,2.52,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079,0.124,0.531,0.154,0.849,0.176,NA,NA,0,NA,2,9043,Teeth,1.42,2.41,4.29,2.03,.,.,18,FALSE,TRUE,NewlySelected
NA,stress,9075.jpg,NA,1.66,NA,6.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086,0.116,0.353,0.138,0.62,0.238,NA,NA,0,NA,3,9075,StarvingChild,1.1,2.4,2.86,2.11,.,.,18,FALSE,TRUE,NewlySelected
NA,stress,9163.jpg,NA,2.1,NA,6.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.359,0.347,0.225,0.221,0.545,0.224,NA,NA,0,NA,3,9163,Soldiers,1.36,2.21,3.04,2.24,.,.,19,FALSE,TRUE,NewlySelected
NA,stress,9181.jpg,NA,2.26,NA,5.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216,0.318,0.556,0.299,0.642,0.288,NA,NA,0,NA,1,9181,DeadCows,1.85,2.41,4.04,2.27,.,.,8,TRUE,FALSE,RajitaUsed
NA,stress,9187.jpg,NA,1.81,NA,6.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.203,0.223,0.232,0.213,0.562,0.273,NA,NA,0,NA,3,9187,InjuredDog,1.36,2.3,3.17,2.11,.,.,20,TRUE,FALSE,RajitaUsed
NA,stress,9220.jpg,NA,2.06,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.201,0.182,0.544,0.255,0.379,0.218,NA,NA,0,NA,1,9220,Cemetery,1.54,2.09,3.13,1.97,.,.,6,TRUE,FALSE,RajitaUsed
NA,stress,9250.jpg,NA,2.57,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.192,0.317,0.625,0.343,0.416,0.284,NA,NA,0,NA,2,9250,WarVictim,1.39,1.87,3.73,1.94,.,.,3,FALSE,TRUE,NewlySelected
NA,stress,9254.jpg,NA,2.03,NA,6.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.492,0.383,0.406,0.321,0.404,0.307,NA,NA,0,NA,1,9254,Assault,1.35,2.35,.,.,3.08,1.95,15,FALSE,TRUE,NewlySelected
NA,stress,9290.jpg,NA,2.88,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169,0.254,0.288,0.295,0.583,0.358,NA,NA,0,NA,4,9290,Garbage,1.52,2.11,4.90,2.18,.,.,4,TRUE,FALSE,RajitaUsed
NA,stress,9295.jpg,NA,2.39,NA,5.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.374,0.211,0.262,0.188,0.445,0.265,NA,NA,0,NA,1,9295,Garbage,1.3,2.05,3.74,2.08,.,.,17,TRUE,FALSE,RajitaUsed
NA,stress,9301.jpg,NA,2.26,NA,5.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155,0.123,0.281,0.174,0.547,0.268,NA,NA,0,NA,2,9301,Toilet,1.56,2.46,.,.,4.11,2.32,14,TRUE,FALSE,RajitaUsed
NA,stress,9332.jpg,NA,2.25,NA,5.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.262,0.239,0.395,0.301,0.726,0.213,NA,NA,0,NA,1,9332,CryingWoman,1.33,2,3.63,1.79,.,.,20,TRUE,FALSE,RajitaUsed
NA,stress,9342.jpg,NA,2.85,NA,4.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178,0.278,0.389,0.187,0.434,0.231,NA,NA,0,NA,1,9342,Pollution,1.41,1.88,.,.,4.22,2.16,14,FALSE,TRUE,NewlySelected
NA,stress,9395.jpg,NA,3.21,NA,4.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,0.261,0.295,0.27,0.563,0.269,NA,NA,0,NA,2,9395,Dishes,1.32,2.04,5.08,2.01,.,.,17,TRUE,FALSE,RajitaUsed
NA,stress,9405.jpg,NA,1.83,NA,6.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.243,0.24,0.326,0.334,0.717,0.292,NA,NA,0,NA,4,9405,SlicedHand,1.17,2.4,3.40,2.33,.,.,10,TRUE,FALSE,RajitaUsed
NA,stress,9410.jpg,NA,1.51,NA,7.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.202,0.168,0.3,0.218,0.6,0.244,NA,NA,0,NA,2,9410,Soldier,1.15,2.06,2.81,1.99,.,.,4,TRUE,FALSE,RajitaUsed
